,run,client,samples,r2
276,6,0,26,0.35791742989447384
277,6,0,31,0.36902457029686264
278,6,0,37,0.4269449878294329
279,6,0,43,0.46421275974978804
280,6,0,51,0.46559364969715944
281,6,0,61,0.4787080100085276
282,6,0,71,0.49092442120663804
283,6,0,84,0.5135135465436945
284,6,0,100,0.5135135465436945
285,6,1,31,-0.6269352154078747
286,6,1,40,0.20501033635987564
287,6,1,51,0.23852632806777374
288,6,1,66,0.2950261249951628
289,6,1,84,0.474087741224669
290,6,1,108,0.5519943998301451
291,6,1,138,0.554787843953609
292,6,1,177,0.5516432910829254
293,6,1,227,0.5864586550201402
294,6,1,291,0.6196905986285385
295,6,1,372,0.6448195935495682
296,6,1,477,0.6644001404505233
297,6,1,610,0.6571937268506108
298,6,1,781,0.6777990864069201
299,6,1,1000,0.6777990864069201
300,6,2,100,0.3141034944301354
301,6,2,138,0.4792973902518487
302,6,2,193,0.5376001462477951
303,6,2,268,0.5553885762233945
304,6,2,372,0.6016240025560142
305,6,2,517,0.616953617015306
306,6,2,719,0.6504146305630918
307,6,2,1000,0.6743099361353614
308,6,2,1389,0.6883524652465631
309,6,2,1930,0.6956200258252625
310,6,2,2682,0.7065260915804744
311,6,2,3727,0.7135372249417338
312,6,2,5179,0.7149477940818374
313,6,2,7196,0.7165315850992787
314,6,2,10000,0.7165315850992787
315,7,0,10,-1.001810460644308
316,7,0,11,0.04319005468441972
317,7,0,13,-0.25628049696905486
318,7,0,16,-0.16208675701185715
319,7,0,19,-0.05664990856281782
320,7,0,22,-0.08649868059624466
321,7,0,26,0.3243894534102977
322,7,0,31,0.35119612574640857
323,7,0,37,0.355524575018217
324,7,0,43,0.4199185534801325
325,7,0,51,0.43761684681850743
326,7,0,61,0.4570297682586043
327,7,0,71,0.4683559274677527
328,7,0,84,0.46297621025434554
329,7,0,100,0.46297621025434554
330,7,1,31,-0.3627937526386189
331,7,1,40,0.31709831902499797
332,7,1,51,0.4662865773069905
333,7,1,66,0.488108599650002
334,7,1,84,0.5173181079139594
335,7,1,108,0.5562153953431228
336,7,1,138,0.5836982856207656
337,7,1,177,0.6041324265363521
338,7,1,227,0.6095412641828712
339,7,1,291,0.6327158664357004
340,7,1,372,0.6435055804487267
341,7,1,477,0.6512647558687292
342,7,1,610,0.6590739816302427
343,7,1,781,0.6715945479574563
344,7,1,1000,0.6715945479574563
345,7,2,100,0.41102482833602594
346,7,2,138,0.4852226722925185
347,7,2,193,0.5665904393557137
348,7,2,268,0.6243460988163556
349,7,2,372,0.6443979967632985
350,7,2,517,0.6477385869048609
351,7,2,719,0.665458071464549
352,7,2,1000,0.6859087802354338
353,7,2,1389,0.6836999629330776
354,7,2,1930,0.6925985068033749
355,7,2,2682,0.7064479246565806
356,7,2,3727,0.7199740534220856
357,7,2,5179,0.7214804503537099
358,7,2,7196,0.7239899161782941
359,7,2,10000,0.7239899161782941
360,8,0,10,-1.7885392507188227
361,8,0,11,-1.0534479820885143
362,8,0,13,-1.0887119680154131
363,8,0,16,-0.7496901846750119
364,8,0,19,-0.33817232002469644
365,8,0,22,0.019808767544399752
366,8,0,26,0.07320832664036381
367,8,0,31,0.30262105531574035
368,8,0,37,0.3908316612160553
369,8,0,43,0.47322489098775344
370,8,0,51,0.4969223141362642
371,8,0,61,0.5362032190766174
372,8,0,71,0.5712366305795917
373,8,0,84,0.55276786148927
374,8,0,100,0.55276786148927
375,8,1,31,-0.347187169865377
376,8,1,40,0.2226221695461169
377,8,1,51,0.36812993855514775
378,8,1,66,0.5020348199617406
379,8,1,84,0.5094646186111567
380,8,1,108,0.5895507872835875
381,8,1,138,0.5982806017572346
382,8,1,177,0.603097180395239
383,8,1,227,0.6425471739152495
384,8,1,291,0.6448209037687267
385,8,1,372,0.6596213889165132
386,8,1,477,0.6638867541496842
387,8,1,610,0.6903822443761056
388,8,1,781,0.6973932070229019
389,8,1,1000,0.6973932070229019
390,8,2,100,0.3582626683492258
391,8,2,138,0.32451711025215824
392,8,2,193,0.41696942575602214
393,8,2,268,0.5054764531862224
394,8,2,372,0.5726270521240113
395,8,2,517,0.5742922004155236
396,8,2,719,0.584764090050597
397,8,2,1000,0.611736760736457
398,8,2,1389,0.6249156347007077
399,8,2,1930,0.6455723911334614
400,8,2,2682,0.6413799361837469
401,8,2,3727,0.6544654082582858
402,8,2,5179,0.6598889831395884
403,8,2,7196,0.6581874799882408
404,8,2,10000,0.6581874799882408
405,9,0,10,-2.8539383472809923
406,9,0,11,-0.6721603924527335
407,9,0,13,-0.9879838404130381
408,9,0,16,-0.5230119024544715
409,9,0,19,-0.054348205614595635
410,9,0,22,-0.005496134222312321
411,9,0,26,0.07927716146362696
412,9,0,31,-0.018090675525391564
413,9,0,37,0.18164289806112088
414,9,0,43,0.22230504955578623
415,9,0,51,0.3026535520629601
416,9,0,61,0.3702584185385558
417,9,0,71,0.37953405955961617
418,9,0,84,0.4113073771816753
419,9,0,100,0.4113073771816753
420,9,1,31,-0.29422539141463444
421,9,1,40,0.2925143463425871
422,9,1,51,0.43922165800624
423,9,1,66,0.5041850175577844
424,9,1,84,0.5284136413362412
425,9,1,108,0.571980452795313
426,9,1,138,0.6022157503891694
427,9,1,177,0.6525844888474979
428,9,1,227,0.6626818255656832
429,9,1,291,0.6739878098206242
430,9,1,372,0.6844831305241394
431,9,1,477,0.687182263263858
432,9,1,610,0.6841723345876767
433,9,1,781,0.6961590100455695
434,9,1,1000,0.6961590100455695
435,9,2,100,0.3884510314334976
436,9,2,138,0.5425882478078574
437,9,2,193,0.5904925571170446
438,9,2,268,0.6166329941296037
439,9,2,372,0.6419048708247661
440,9,2,517,0.6282274679917508
441,9,2,719,0.6540210582613584
442,9,2,1000,0.658496061359416
443,9,2,1389,0.6674805512928543
444,9,2,1930,0.6794985415800743
445,9,2,2682,0.682878536849578
446,9,2,3727,0.6825542381086196
447,9,2,5179,0.6791097983140948
448,9,2,7196,0.6822958754109827
449,9,2,10000,0.6822958754109827
