,run,client,samples,noise,r2
256,0,2,138,5,0.5522760128505262
257,0,2,193,5,0.5694546126852198
258,0,2,268,5,0.6065796233623797
259,0,2,372,5,0.6351117391820815
260,0,2,517,5,0.6647927543641186
261,0,2,719,5,0.6802687415030666
262,0,2,1000,5,0.6812908602871304
263,0,2,1389,5,0.6746940702921244
264,0,2,1930,5,0.6894361910375943
265,0,2,2682,5,0.7043027546386751
266,0,2,3727,5,0.7063732151387555
267,0,2,5179,5,0.7108097811374208
268,0,2,7196,5,0.7144991631478179
269,0,2,10000,5,0.7144991631478179
270,0,0,10,6,-1.0418921120281732
271,0,0,11,6,-1.042279246163274
272,0,0,13,6,-0.8506757692371807
273,0,0,16,6,-0.11304949182348367
274,0,0,19,6,0.06470216190098776
275,0,0,22,6,0.10636783351417234
276,0,0,26,6,0.2176215571610669
277,0,0,31,6,0.3365519317395044
278,0,0,37,6,0.44283010959377056
279,0,0,43,6,0.5645646707740937
280,0,0,51,6,0.5749072916681136
281,0,0,61,6,0.6044539678260215
282,0,0,71,6,0.5385085477420475
283,0,0,84,6,0.5578010045314844
284,0,0,100,6,0.5578010045314844
285,0,1,31,6,-0.12130230413413923
286,0,1,40,6,0.006756346182001716
287,0,1,51,6,0.133197939520333
288,0,1,66,6,0.20011874248511063
289,0,1,84,6,0.3451167324964991
290,0,1,108,6,0.4665109528321343
291,0,1,138,6,0.48670234054080475
292,0,1,177,6,0.4830786761073048
293,0,1,227,6,0.5162246640291297
294,0,1,291,6,0.5226110616795373
295,0,1,372,6,0.5092977796891377
296,0,1,477,6,0.5758889448674215
297,0,1,610,6,0.621269947926489
298,0,1,781,6,0.6420593442698628
299,0,1,1000,6,0.6420593442698628
300,0,2,100,6,0.3322333003062028
301,0,2,138,6,0.5278113457322149
302,0,2,193,6,0.5590029026108766
303,0,2,268,6,0.5782812766142518
304,0,2,372,6,0.5874868501985773
305,0,2,517,6,0.6257326176944176
306,0,2,719,6,0.6495826201728538
307,0,2,1000,6,0.6608513365691908
308,0,2,1389,6,0.6656720126264684
309,0,2,1930,6,0.6946784384866798
310,0,2,2682,6,0.7067496088453251
311,0,2,3727,6,0.7069106447347788
312,0,2,5179,6,0.709372961298808
313,0,2,7196,6,0.7128760164624626
314,0,2,10000,6,0.7128760164624626
315,0,0,10,7,-1.0418921120281732
316,0,0,11,7,-0.7508842578447796
317,0,0,13,7,-0.725512516492991
318,0,0,16,7,-0.11907097699094082
319,0,0,19,7,0.13184176718460305
320,0,0,22,7,0.1952665612617286
321,0,0,26,7,0.2928565114338577
322,0,0,31,7,0.36314376333011744
323,0,0,37,7,0.4912560467288235
324,0,0,43,7,0.5807108993826768
325,0,0,51,7,0.5753502527988414
326,0,0,61,7,0.5995281023051307
327,0,0,71,7,0.570195695212246
328,0,0,84,7,0.592315420828745
329,0,0,100,7,0.592315420828745
330,0,1,31,7,-0.7888116564958281
331,0,1,40,7,-0.41737071459837205
332,0,1,51,7,0.06264030340074134
333,0,1,66,7,0.09702520394735614
334,0,1,84,7,0.2615067177688376
335,0,1,108,7,0.4315065851759071
336,0,1,138,7,0.4694835739325419
337,0,1,177,7,0.4801878234797884
338,0,1,227,7,0.5188351526312216
339,0,1,291,7,0.5244505716978154
340,0,1,372,7,0.5333082586750107
341,0,1,477,7,0.5632561019049003
342,0,1,610,7,0.6002674537889444
343,0,1,781,7,0.6193842616301208
344,0,1,1000,7,0.6193842616301208
345,0,2,100,7,0.3315644429468919
346,0,2,138,7,0.4836066516833768
347,0,2,193,7,0.5473431031723855
348,0,2,268,7,0.5808415513499212
349,0,2,372,7,0.5793713712563491
350,0,2,517,7,0.6324584658355042
351,0,2,719,7,0.6207273137458922
352,0,2,1000,7,0.6617896962888303
353,0,2,1389,7,0.6650950161799896
354,0,2,1930,7,0.6945040838450385
355,0,2,2682,7,0.7077329239664163
356,0,2,3727,7,0.7036647522686696
357,0,2,5179,7,0.7100311478049115
358,0,2,7196,7,0.7136543454086335
359,0,2,10000,7,0.7136543454086335
360,0,0,10,8,-1.0418921120281732
361,0,0,11,8,-1.103329440516843
362,0,0,13,8,-1.0617675879827435
363,0,0,16,8,-0.2407239385747999
364,0,0,19,8,-0.02163532585324912
365,0,0,22,8,0.12929045473040846
366,0,0,26,8,0.2916538034283773
367,0,0,31,8,0.35169429122773055
368,0,0,37,8,0.43198704293355217
369,0,0,43,8,0.5528511445917506
370,0,0,51,8,0.5474630804468467
371,0,0,61,8,0.580853147401277
372,0,0,71,8,0.5761882725407237
373,0,0,84,8,0.5723198613697809
374,0,0,100,8,0.5723198613697809
375,0,1,31,8,-0.11848373493177333
376,0,1,40,8,0.05485814303890357
377,0,1,51,8,0.13699000484895862
378,0,1,66,8,0.27327902275768723
379,0,1,84,8,0.38158224767768223
380,0,1,108,8,0.4750217451955404
381,0,1,138,8,0.4694617506381822
382,0,1,177,8,0.47437163763303747
383,0,1,227,8,0.499162095079263
384,0,1,291,8,0.5019467718351555
385,0,1,372,8,0.4994199675281279
386,0,1,477,8,0.5404386074182463
387,0,1,610,8,0.5917578929844294
388,0,1,781,8,0.6191274346309406
389,0,1,1000,8,0.6191274346309406
390,0,2,100,8,0.36439758440135184
391,0,2,138,8,0.5498534874572722
392,0,2,193,8,0.583891418346201
393,0,2,268,8,0.6163980926209379
394,0,2,372,8,0.6378050119050876
395,0,2,517,8,0.6546889433186698
396,0,2,719,8,0.658823378801187
397,0,2,1000,8,0.6733120165768343
398,0,2,1389,8,0.6672360665165289
399,0,2,1930,8,0.6922124474230916
400,0,2,2682,8,0.7052841719923235
401,0,2,3727,8,0.7079593895469993
402,0,2,5179,8,0.7113597626578583
403,0,2,7196,8,0.7144865882193632
404,0,2,10000,8,0.7144865882193632
405,0,0,10,9,-1.0418921120281732
406,0,0,11,9,-1.042279246163274
407,0,0,13,9,-0.8506757692371807
408,0,0,16,9,-0.16990488726628028
409,0,0,19,9,-0.0048711904338811784
410,0,0,22,9,0.07318848569185532
411,0,0,26,9,0.32096386574262825
412,0,0,31,9,0.39965050427777427
413,0,0,37,9,0.3942134852772463
414,0,0,43,9,0.5444109307172332
415,0,0,51,9,0.5779743435895519
416,0,0,61,9,0.6015768276301267
417,0,0,71,9,0.5821226463363025
418,0,0,84,9,0.594795736483712
419,0,0,100,9,0.594795736483712
420,0,1,31,9,-0.10442407687389244
421,0,1,40,9,-0.1340945845823145
422,0,1,51,9,0.1119473647576702
423,0,1,66,9,0.17170014766345543
424,0,1,84,9,0.246076113675057
425,0,1,108,9,0.40496201912317487
426,0,1,138,9,0.4533902603354608
427,0,1,177,9,0.4686221929880433
428,0,1,227,9,0.5313415461643536
429,0,1,291,9,0.5334798986613722
430,0,1,372,9,0.5617841284293208
431,0,1,477,9,0.5850351004493362
432,0,1,610,9,0.6202916974107295
433,0,1,781,9,0.6376137147328507
434,0,1,1000,9,0.6376137147328507
435,0,2,100,9,0.2995200099739671
436,0,2,138,9,0.4829726760194103
437,0,2,193,9,0.5101204250070941
438,0,2,268,9,0.5745528021678973
439,0,2,372,9,0.5333955828533795
440,0,2,517,9,0.6161734003180963
441,0,2,719,9,0.6282570121671969
442,0,2,1000,9,0.6614482666965664
443,0,2,1389,9,0.6750309001071639
444,0,2,1930,9,0.6917912225247969
445,0,2,2682,9,0.7071192733406151
446,0,2,3727,9,0.7090762861207498
447,0,2,5179,9,0.7113688513716356
448,0,2,7196,9,0.7106548269843578
449,0,2,10000,9,0.7106548269843578
450,0,0,10,10,-1.0418921120281732
451,0,0,11,10,-1.042279246163274
452,0,0,13,10,-0.7731555416259961
453,0,0,16,10,-0.18922342620507293
454,0,0,19,10,0.04676548753252696
455,0,0,22,10,0.10569314795947249
456,0,0,26,10,0.20140275706690414
457,0,0,31,10,0.30755445929504743
458,0,0,37,10,0.4357262700134985
459,0,0,43,10,0.566301309779347
460,0,0,51,10,0.5754146628022515
461,0,0,61,10,0.5993144360917118
462,0,0,71,10,0.5725067042239922
463,0,0,84,10,0.5478182243067706
464,0,0,100,10,0.5478182243067706
465,0,1,31,10,-0.21810025441491532
466,0,1,40,10,-0.0771357217873807
467,0,1,51,10,0.0940881246510692
468,0,1,66,10,0.20733599549488868
469,0,1,84,10,0.35735190017234064
470,0,1,108,10,0.4696859560629615
471,0,1,138,10,0.471467543356595
472,0,1,177,10,0.4701163548209891
473,0,1,227,10,0.5086922177659665
474,0,1,291,10,0.5183211409431355
475,0,1,372,10,0.5314409986646449
476,0,1,477,10,0.5317383879056612
477,0,1,610,10,0.6031695791552186
478,0,1,781,10,0.626380598713331
479,0,1,1000,10,0.626380598713331
480,0,2,100,10,0.3760378615500253
481,0,2,138,10,0.5186083000727049
482,0,2,193,10,0.5425091111916982
483,0,2,268,10,0.5839035732780018
484,0,2,372,10,0.6140368774077949
485,0,2,517,10,0.6602379100868783
486,0,2,719,10,0.6723966224616815
487,0,2,1000,10,0.6642673788821019
488,0,2,1389,10,0.6662813102143301
489,0,2,1930,10,0.6919244987342039
490,0,2,2682,10,0.7100151999252655
491,0,2,3727,10,0.7080615497576631
492,0,2,5179,10,0.7105207055608274
493,0,2,7196,10,0.7109453417932707
494,0,2,10000,10,0.7109453417932707
495,0,0,10,11,-1.0418921120281732
496,0,0,11,11,-1.042279246163274
497,0,0,13,11,-0.8506757692371807
498,0,0,16,11,-0.11304949182348367
499,0,0,19,11,0.06470216190098776
500,0,0,22,11,0.10636783351417234
501,0,0,26,11,0.2176215571610669
502,0,0,31,11,-0.052866331187946036
503,0,0,37,11,0.10649599788306907
504,0,0,43,11,0.339812588045031
505,0,0,51,11,0.4116652884554237
506,0,0,61,11,0.5731158790415456
507,0,0,71,11,0.5530836285402956
508,0,0,84,11,0.5955837432951486
509,0,0,100,11,0.5955837432951486
510,0,1,31,11,-0.20894763952300943
511,0,1,40,11,-0.10136726022025488
512,0,1,51,11,0.006333888353069694
513,0,1,66,11,0.05631698283877018
514,0,1,84,11,0.2987866326113988
515,0,1,108,11,0.37186653802778435
516,0,1,138,11,0.40697223299433827
517,0,1,177,11,0.42500133630719716
518,0,1,227,11,0.4468469543818262
519,0,1,291,11,0.5045967163315477
520,0,1,372,11,0.5133232455449699
521,0,1,477,11,0.5564588187411331
522,0,1,610,11,0.5983108324765636
523,0,1,781,11,0.6216640468053933
524,0,1,1000,11,0.6216640468053933
525,0,2,100,11,0.3212105228385499
526,0,2,138,11,0.47895225532399976
527,0,2,193,11,0.5103325695709503
528,0,2,268,11,0.5537052642331575
529,0,2,372,11,0.5968053886414854
530,0,2,517,11,0.6314842336588686
531,0,2,719,11,0.6433756136482984
532,0,2,1000,11,0.6539674237568537
533,0,2,1389,11,0.6577317343171001
534,0,2,1930,11,0.680899344984271
535,0,2,2682,11,0.6876961483409626
536,0,2,3727,11,0.6883434667821908
537,0,2,5179,11,0.6958759684084195
538,0,2,7196,11,0.7027887848498422
539,0,2,10000,11,0.7027887848498422
540,0,0,10,12,-1.0418921120281732
541,0,0,11,12,-1.0432435005407616
542,0,0,13,12,-0.8479133225643674
543,0,0,16,12,-0.11211180038350088
544,0,0,19,12,0.0662880810918769
545,0,0,22,12,0.10749263261674913
546,0,0,26,12,0.21823278637386068
547,0,0,31,12,0.26702986864899814
548,0,0,37,12,0.32991923479637764
549,0,0,43,12,0.41120331396092824
550,0,0,51,12,0.5191965577805219
551,0,0,61,12,0.539036723653118
552,0,0,71,12,0.5530257318414636
553,0,0,84,12,0.5643458717314418
554,0,0,100,12,0.5643458717314418
555,0,1,31,12,-0.21274999419026241
556,0,1,40,12,0.03237169372157378
557,0,1,51,12,0.18802024988948307
558,0,1,66,12,0.26938030979006544
559,0,1,84,12,0.3515592528648097
560,0,1,108,12,0.4653317625912695
561,0,1,138,12,0.4722131186432953
562,0,1,177,12,0.4498944749411501
563,0,1,227,12,0.5132136981085629
564,0,1,291,12,0.5072267898063614
565,0,1,372,12,0.49443312919054594
566,0,1,477,12,0.5332509749697654
567,0,1,610,12,0.5866188963468639
568,0,1,781,12,0.6043314514234257
569,0,1,1000,12,0.6043314514234257
570,0,2,100,12,0.35868046535221054
571,0,2,138,12,0.5299676827644018
572,0,2,193,12,0.522737936859401
573,0,2,268,12,0.5767490361168808
574,0,2,372,12,0.587066918690156
575,0,2,517,12,0.6267719469618745
576,0,2,719,12,0.63116975220999
577,0,2,1000,12,0.6450086298206924
578,0,2,1389,12,0.6670710937235894
579,0,2,1930,12,0.6792491360563686
580,0,2,2682,12,0.6947358721323228
581,0,2,3727,12,0.6942755981213585
582,0,2,5179,12,0.6934048782058374
583,0,2,7196,12,0.696793563312021
584,0,2,10000,12,0.696793563312021
585,0,0,10,13,-1.0418921120281732
586,0,0,11,13,-1.042279246163274
587,0,0,13,13,-0.8506757692371807
588,0,0,16,13,-0.11304949182348367
589,0,0,19,13,0.06470216190098776
590,0,0,22,13,0.24658389764608635
591,0,0,26,13,0.3787231583231372
592,0,0,31,13,0.42888185994907735
593,0,0,37,13,0.5053761258859477
594,0,0,43,13,0.5225320251699943
595,0,0,51,13,0.5172972117436019
596,0,0,61,13,0.5681267340927743
597,0,0,71,13,0.5432780334356422
598,0,0,84,13,0.5602437054248439
599,0,0,100,13,0.5602437054248439
600,0,1,31,13,-0.07081966482875623
601,0,1,40,13,0.0818763596765596
602,0,1,51,13,0.15213802570756485
603,0,1,66,13,0.24088725365963182
604,0,1,84,13,0.3255950687035153
605,0,1,108,13,0.4120525177121943
606,0,1,138,13,0.4657354944429838
607,0,1,177,13,0.4502885766977577
608,0,1,227,13,0.4374598951202946
609,0,1,291,13,0.4750477553488103
610,0,1,372,13,0.4676514368971445
611,0,1,477,13,0.5160645003423808
612,0,1,610,13,0.5708184651575283
613,0,1,781,13,0.5923858306247304
614,0,1,1000,13,0.5923858306247304
615,0,2,100,13,0.38796924099142205
616,0,2,138,13,0.5289533311634738
617,0,2,193,13,0.5838114671161658
618,0,2,268,13,0.5927282084655487
619,0,2,372,13,0.6033441743669891
620,0,2,517,13,0.6345537780512709
621,0,2,719,13,0.6476524298941735
622,0,2,1000,13,0.6363276960270925
623,0,2,1389,13,0.6548630531225632
624,0,2,1930,13,0.676019944660586
625,0,2,2682,13,0.6964022716077036
626,0,2,3727,13,0.6864352273512124
627,0,2,5179,13,0.6943054435392016
628,0,2,7196,13,0.6970393271844033
629,0,2,10000,13,0.6970393271844033
630,0,0,10,14,-1.0418921120281732
631,0,0,11,14,-1.042279246163274
632,0,0,13,14,-0.959163868402177
633,0,0,16,14,-0.6035408678305241
634,0,0,19,14,-0.9777714074225721
635,0,0,22,14,-0.6437091604427363
636,0,0,26,14,-0.5376712292606673
637,0,0,31,14,-0.1995176945143491
638,0,0,37,14,-0.03767876647613133
639,0,0,43,14,0.18899717064774724
640,0,0,51,14,0.3756358998860475
641,0,0,61,14,0.40280252711640063
642,0,0,71,14,0.4282116034544262
643,0,0,84,14,0.44800597461369185
644,0,0,100,14,0.44800597461369185
645,0,1,31,14,-0.126970935098365
646,0,1,40,14,-0.08333110478532268
647,0,1,51,14,0.1805961154439123
648,0,1,66,14,0.25308732614000196
649,0,1,84,14,0.3777558655750112
650,0,1,108,14,0.4750457909083149
651,0,1,138,14,0.4852542010875479
652,0,1,177,14,0.4743367115608218
653,0,1,227,14,0.5060796597715118
654,0,1,291,14,0.4889046088739232
655,0,1,372,14,0.5078873665039666
656,0,1,477,14,0.5275524446356493
657,0,1,610,14,0.5880473216335403
658,0,1,781,14,0.6122916376002219
659,0,1,1000,14,0.6122916376002219
660,0,2,100,14,0.33262002937181956
661,0,2,138,14,0.5073127551218346
662,0,2,193,14,0.5555251311145475
663,0,2,268,14,0.5478796502892531
664,0,2,372,14,0.5648960934036695
665,0,2,517,14,0.6194616430487534
666,0,2,719,14,0.618350993622528
667,0,2,1000,14,0.6384232841861499
668,0,2,1389,14,0.656795056675948
669,0,2,1930,14,0.6758569769315246
670,0,2,2682,14,0.6921340043300179
671,0,2,3727,14,0.685402566778892
672,0,2,5179,14,0.6983440238174126
673,0,2,7196,14,0.6992058646272402
674,0,2,10000,14,0.6992058646272402
675,0,0,10,15,-1.0418921120281732
676,0,0,11,15,-0.7094726039071815
677,0,0,13,15,-1.1591660646930855
678,0,0,16,15,-0.7637276971270317
679,0,0,19,15,-0.29632465074105574
680,0,0,22,15,-0.22173949334812293
681,0,0,26,15,-0.04175301523193942
682,0,0,31,15,0.0406066983612996
683,0,0,37,15,0.14813447257265488
684,0,0,43,15,0.181914862530265
685,0,0,51,15,0.41035899524018904
686,0,0,61,15,0.38609821375195585
687,0,0,71,15,0.32686295807448285
688,0,0,84,15,0.385846956713503
689,0,0,100,15,0.385846956713503
690,0,1,31,15,-0.38748042917546055
691,0,1,40,15,-0.13526211488932294
692,0,1,51,15,0.18507460934987996
693,0,1,66,15,0.2315075824770626
694,0,1,84,15,0.33724773328461677
695,0,1,108,15,0.4698264419005507
696,0,1,138,15,0.4749104297598644
697,0,1,177,15,0.4683794202940166
698,0,1,227,15,0.43203190713251016
699,0,1,291,15,0.4788658146867115
700,0,1,372,15,0.47403010960493897
701,0,1,477,15,0.5461592530841142
702,0,1,610,15,0.5723692696184843
703,0,1,781,15,0.6174548118882869
704,0,1,1000,15,0.6174548118882869
705,0,2,100,15,0.3434311121541461
706,0,2,138,15,0.5378990464634406
707,0,2,193,15,0.5595727611132022
708,0,2,268,15,0.5444269112618824
709,0,2,372,15,0.6169525419180202
710,0,2,517,15,0.6284743872569065
711,0,2,719,15,0.6511709420474374
712,0,2,1000,15,0.6432856032695013
713,0,2,1389,15,0.6542438659472746
714,0,2,1930,15,0.6809693942927948
715,0,2,2682,15,0.7009025781865678
716,0,2,3727,15,0.6931902952995215
717,0,2,5179,15,0.6950138763492637
718,0,2,7196,15,0.7000067271414612
719,0,2,10000,15,0.7000067271414612
720,0,0,10,20,-1.0418921120281732
721,0,0,11,20,-1.042279246163274
722,0,0,13,20,-0.9539682827311171
723,0,0,16,20,-0.9240666573261209
724,0,0,19,20,-0.4066555421735525
