,run,client,samples,r2
136,3,0,11,-3.1014949523038595
137,3,0,13,-1.525125886583658
138,3,0,16,-0.7078507490699892
139,3,0,19,-0.18187209345562816
140,3,0,22,-0.2499568207386904
141,3,0,26,-0.2164134559728068
142,3,0,31,0.014006089291709434
143,3,0,37,0.04530251139554753
144,3,0,43,0.018287954592097977
145,3,0,51,0.028860502839588298
146,3,0,61,0.022629397195513823
147,3,0,71,0.2636332770378764
148,3,0,84,0.27621456906961417
149,3,0,100,0.27621456906961417
150,3,1,31,0.21044324153762828
151,3,1,40,0.11166435363244154
152,3,1,51,0.22067502800241479
153,3,1,66,0.2531639188868058
154,3,1,84,0.45585265765030225
155,3,1,108,0.49372853004419404
156,3,1,138,0.5180824789053872
157,3,1,177,0.5775152951259587
158,3,1,227,0.6191331550198127
159,3,1,291,0.6256917814449489
160,3,1,372,0.6430947224784798
161,3,1,477,0.6177215194581785
162,3,1,610,0.6238019332228159
163,3,1,781,0.6306017049175954
164,3,1,1000,0.6306017049175954
165,3,2,100,0.39419201536146875
166,3,2,138,0.4655710403803326
167,3,2,193,0.5646968247801699
168,3,2,268,0.6172546937273623
169,3,2,372,0.6366457765805098
170,3,2,517,0.6478925703904421
171,3,2,719,0.6622099189750373
172,3,2,1000,0.6673235179101559
173,3,2,1389,0.666107698528626
174,3,2,1930,0.6715891215919896
175,3,2,2682,0.6752610108808887
176,3,2,3727,0.677799780424823
177,3,2,5179,0.6813654378973097
178,3,2,7196,0.6843053038566264
179,3,2,10000,0.6843053038566264
180,4,0,10,-0.8435765337357517
181,4,0,11,-0.6993195306347308
182,4,0,13,-0.6053289527996766
183,4,0,16,-0.4572417291691542
184,4,0,19,-0.43440836909357583
185,4,0,22,-0.21769722012930748
186,4,0,26,-0.16434855919192337
187,4,0,31,-0.18646237376571362
188,4,0,37,-0.18056563403180625
189,4,0,43,-0.14785574076015706
190,4,0,51,-0.08037478047978985
191,4,0,61,0.01512986625936441
192,4,0,71,0.019607911867751127
193,4,0,84,0.021657941787479706
194,4,0,100,0.021657941787479706
195,4,1,31,-0.9486730611660559
196,4,1,40,-0.2980741220533425
197,4,1,51,0.23532969922193248
198,4,1,66,0.33578841798212555
199,4,1,84,0.5104651108307027
200,4,1,108,0.5459372236601383
201,4,1,138,0.5445148056772727
202,4,1,177,0.5482932533437304
203,4,1,227,0.6060467167966896
204,4,1,291,0.6180704918825833
205,4,1,372,0.6481511037080694
206,4,1,477,0.6697661512171478
207,4,1,610,0.6826474720304172
208,4,1,781,0.7119020102372773
209,4,1,1000,0.7119020102372773
210,4,2,100,0.3145728651618874
211,4,2,138,0.4913662227854969
212,4,2,193,0.5189713252947914
213,4,2,268,0.5799143825859805
214,4,2,372,0.5858753368839082
215,4,2,517,0.6179050177148557
216,4,2,719,0.6427001960524952
217,4,2,1000,0.6454751774737965
218,4,2,1389,0.6543226318366929
219,4,2,1930,0.6624997829221472
220,4,2,2682,0.6658492778296323
221,4,2,3727,0.6766471333061919
222,4,2,5179,0.6853274516990588
223,4,2,7196,0.6856178591241627
224,4,2,10000,0.6856178591241627
225,5,0,10,-2.6280683058256478
226,5,0,11,-0.33262696988375695
227,5,0,13,-0.6105133746039342
228,5,0,16,-0.3369582435864291
229,5,0,19,-0.2188782171833361
230,5,0,22,-0.16164346006169872
231,5,0,26,-0.013460900477774151
232,5,0,31,-0.003122779741178805
233,5,0,37,0.1068012357567526
234,5,0,43,0.22264636134787252
235,5,0,51,0.10149157409207021
236,5,0,61,0.2550085465233096
237,5,0,71,0.22165733245320718
238,5,0,84,0.2604786631846461
239,5,0,100,0.2604786631846461
240,5,1,31,-0.17349706624928873
241,5,1,40,0.04005985229206266
242,5,1,51,0.1460105983356802
243,5,1,66,0.4258965580694394
244,5,1,84,0.4465233217961748
245,5,1,108,0.48684760108407843
246,5,1,138,0.516801792750972
247,5,1,177,0.5375762314090742
248,5,1,227,0.5447081156527267
249,5,1,291,0.5903626702074363
250,5,1,372,0.5986963951252843
251,5,1,477,0.6015784119317708
252,5,1,610,0.6240247365109627
253,5,1,781,0.6429663243699102
254,5,1,1000,0.6429663243699102
255,5,2,100,0.34473840718219884
256,5,2,138,0.4484408717850905
257,5,2,193,0.5148590182603934
258,5,2,268,0.5393411623662752
259,5,2,372,0.5591643680737128
260,5,2,517,0.6037903277000736
261,5,2,719,0.6278379357509372
262,5,2,1000,0.654036526354032
263,5,2,1389,0.6711238486732409
264,5,2,1930,0.6925964135951559
265,5,2,2682,0.6994230071545029
266,5,2,3727,0.709562533965219
267,5,2,5179,0.7191704688652292
268,5,2,7196,0.7170430924308528
269,5,2,10000,0.7170430924308528
270,6,0,10,-6.3561484704476205
271,6,0,11,-5.087920151901049
272,6,0,13,-0.8811341937646944
273,6,0,16,-0.6430175775581592
274,6,0,19,-0.17976675468594516
275,6,0,22,0.049353649187345194
276,6,0,26,0.09715545896450073
277,6,0,31,-0.08462950449949802
278,6,0,37,-0.027638430245133128
279,6,0,43,0.03897697845826753
280,6,0,51,0.08297702374659455
281,6,0,61,0.17087888596926915
282,6,0,71,0.1586294366912212
283,6,0,84,0.14050464910239302
284,6,0,100,0.14050464910239302
285,6,1,31,0.3055945661128786
286,6,1,40,0.3595588888094505
287,6,1,51,0.4584669598779849
288,6,1,66,0.5111917128045973
289,6,1,84,0.5576134478941001
290,6,1,108,0.6215813327485229
291,6,1,138,0.6438386441960395
292,6,1,177,0.6374138671485733
293,6,1,227,0.6512272662228306
294,6,1,291,0.6938436294152495
295,6,1,372,0.7132480109654005
296,6,1,477,0.7205495371203456
297,6,1,610,0.7370075288332686
298,6,1,781,0.7464122764969587
299,6,1,1000,0.7464122764969587
300,6,2,100,0.4218598888945858
301,6,2,138,0.5785310315961291
302,6,2,193,0.6422098149082078
303,6,2,268,0.6354116916489936
304,6,2,372,0.6377341025162787
305,6,2,517,0.6457403212760008
306,6,2,719,0.6600448801104335
307,6,2,1000,0.6645695030080034
308,6,2,1389,0.6897147521780302
309,6,2,1930,0.7010847129442705
310,6,2,2682,0.7051068220903631
311,6,2,3727,0.7080702111288839
